iso3alpha,cowccode,iso3numeric,yearbegin,yearend,location,locationISO,expectation,illtreatment,it_cert,unstated,scarring,stealth,death,magnitude,om_cert,numbervictims,vtcriminal,vtdissident,vtmarginalized,vtstateagent,vtpow,vtunst,vt_cert,aocpolice,aocprison,aocmilitary,aocimmigrationdetention,aocintelligence,aocparamilitary,aocunst,aoc_cert,formalcomplaint,investigation,investoutcome,adjlocationintlcourt,adjlocationdomcourt,adjudicationoutcome,adjout_cert,transborder,destination,destinationISO,dest_cert,codernum,RstrctAccess
IRN,630,364,1997,1998,Inside National Borders,,Yes,No,A,No,No,Yes,No,Not Zero,A,Not Zero,No,No,No,No,No,Yes,A,No,Yes,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,4,No
IRN,630,364,1997,1998,Inside National Borders,,No,Yes,A,Yes,No,No,No,1-9,A,Not Zero,No,No,No,No,Yes,No,A,No,Yes,No,No,No,No,No,A,Yes,Yes,Adjudication/Mediation,No,Yes,Unknown,A,Not Transborder,,,,19,No
IRN,630,364,1997,1998,Inside National Borders,,No,Yes,A,Yes,No,No,No,1-9,B,Not Zero,No,No,No,Yes,No,No,A,Yes,No,No,No,No,No,No,A,Yes,Yes,Adjudication/Mediation,No,Yes,Conviction or Plea,A,Not Transborder,,,,4,No
IRN,630,364,1998,1998,Inside National Borders,,No,No,A,No,Yes,Yes,No,10-99,A,Not Zero,No,No,No,No,No,Yes,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
IRN,630,364,1998,1998,Inside National Borders,,No,Yes,A,No,No,No,No,1-9,B,Not Zero,No,Yes,No,No,No,No,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
IRN,630,364,1998,1998,Inside National Borders,,Yes,Yes,A,Yes,No,No,No,1-9,A,3,No,No,No,No,No,Yes,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
IRN,630,364,1998,1998,Inside National Borders,,No,No,A,No,Yes,No,Yes,1-9,A,1,No,No,No,No,No,Yes,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
IRN,630,364,1998,1998,Inside National Borders,,No,No,A,Yes,No,No,No,1-9,C,Not Zero,No,No,No,Yes,No,No,A,Yes,No,No,No,No,No,No,A,Yes,Yes,Adjudication/Mediation,No,Yes,Pending,A,Not Transborder,,,,10,No
IRN,630,364,1998,1998,Inside National Borders,,No,No,A,Yes,Yes,No,No,1-9,A,1,No,Yes,No,No,No,No,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
IRN,630,364,1998,2001,Inside National Borders,,No,Yes,A,Yes,Yes,No,No,1-9,A,1,Yes,Yes,No,No,No,No,A,No,Yes,No,No,No,No,No,B,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
IRN,630,364,1998,2002,Inside National Borders,,No,No,A,Yes,No,No,No,1-9,A,1,No,Yes,No,No,No,No,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
IRN,630,364,1999,1999,Inside National Borders,,Yes,No,A,Yes,No,No,No,1-9,A,3,No,Yes,No,No,No,No,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
IRN,630,364,1999,1999,Inside National Borders,,No,Yes,A,Yes,No,No,No,1-9,B,Not Zero,No,No,No,No,No,Yes,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
IRN,630,364,1999,1999,Inside National Borders,,Yes,No,A,Yes,No,No,No,10-99,A,Not Zero,No,Yes,No,No,No,No,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
IRN,630,364,1999,1999,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,B,Not Zero,No,No,No,No,No,Yes,A,No,No,Yes,No,No,Yes,No,A,Yes,Yes,Adjudication/Mediation,No,Yes,Compensation,A,Not Transborder,,,,4,No
IRN,630,364,1999,1999,Inside National Borders,,No,No,A,No,Yes,Yes,No,1-9,A,Not Zero,Yes,No,No,No,No,No,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
IRN,630,364,1999,1999,Inside National Borders,,No,No,A,Yes,No,Yes,No,1-9,A,1,No,Yes,No,No,No,No,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
IRN,630,364,1999,1999,Inside National Borders,,No,No,A,Yes,No,No,No,Not Zero,A,Not Zero,No,No,No,No,No,Yes,A,Yes,No,No,No,No,No,No,A,Yes,Yes,Adjudication/Mediation,No,Yes,Unknown,A,Not Transborder,,,,18,No
IRN,630,364,1999,1999,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,B,Not Zero,No,No,No,No,No,Yes,A,No,No,Yes,No,No,Yes,No,A,Yes,Yes,Dismissal from Employment,,,,,Not Transborder,,,,4,No
IRN,630,364,1999,1999,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,B,Not Zero,No,No,No,No,No,Yes,A,No,No,Yes,No,No,Yes,No,A,Yes,Yes,Adjudication/Mediation,No,Yes,Acquittal,A,Not Transborder,,,,4,No
IRN,630,364,1999,1999,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,B,Not Zero,No,No,No,No,No,Yes,A,No,No,Yes,No,No,Yes,No,A,Yes,Yes,Adjudication/Mediation,No,Yes,Conviction or Plea,A,Not Transborder,,,,4,No
IRN,630,364,1999,1999,Inside National Borders,,Yes,No,A,Yes,No,No,No,1-9,A,2,No,No,No,No,No,Yes,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
IRN,630,364,1999,1999,Inside National Borders,,No,No,A,No,Yes,No,No,Not Zero,A,Not Zero,No,Yes,No,No,No,No,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
IRN,630,364,1999,1999,Inside National Borders,,No,Yes,A,No,Yes,No,No,Not Zero,A,Not Zero,No,Yes,No,Yes,No,No,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
IRN,630,364,1999,1999,Inside National Borders,,No,Yes,B,No,No,No,No,1-9,A,Not Zero,No,Yes,No,No,No,No,A,Yes,No,No,No,No,No,No,A,Yes,Yes,Adjudication/Mediation,No,Yes,Unknown,A,Not Transborder,,,,10,No
IRN,630,364,1999,1999,Inside National Borders,,No,No,A,No,Yes,Yes,No,1-9,A,1,No,No,No,No,No,Yes,A,No,No,No,No,Yes,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
IRN,630,364,1999,1999,Inside National Borders,,No,No,A,No,Yes,No,No,Not Zero,A,Not Zero,No,Yes,No,No,No,No,A,Yes,No,No,No,No,No,No,A,Yes,Yes,Adjudication/Mediation,No,Yes,Acquittal,A,Not Transborder,,,,19,No
IRN,630,364,1999,1999,Inside National Borders,,Yes,No,A,Yes,No,No,No,1-9,A,2,No,No,No,No,No,Yes,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
IRN,630,364,1999,2000,Inside National Borders,,No,Yes,A,Yes,Yes,Yes,No,1-9,A,1,Yes,Yes,No,No,No,No,B,Yes,Yes,No,No,Yes,No,No,A,Yes,Unknown,,,,,,Not Transborder,,,,8,No
IRN,630,364,1999,2005,Inside National Borders,,No,Yes,A,No,Yes,Yes,No,1-9,A,1,No,Yes,No,No,No,No,A,Yes,Yes,Yes,No,No,No,No,A,Yes,Yes,Unknown,,,,,Not Transborder,,,,8,No
IRN,630,364,2000,2000,Inside National Borders,,Yes,No,A,Yes,No,No,No,1-9,A,2,No,Yes,No,No,No,No,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,12,No
IRN,630,364,2000,2000,Inside National Borders,,No,No,A,Yes,No,No,No,1-9,A,1,No,Yes,No,No,No,No,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
IRN,630,364,2000,2000,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,1,No,No,No,No,No,Yes,A,Yes,No,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
IRN,630,364,2000,2000,Inside National Borders,,No,No,A,Yes,No,No,No,1-9,B,Not Zero,No,No,No,No,No,Yes,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
IRN,630,364,2000,2000,Inside National Borders,,No,No,A,No,Yes,Yes,No,1-9,A,1,No,Yes,No,No,No,No,A,No,No,No,No,Yes,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
IRN,630,364,2000,2000,Inside National Borders,,Yes,Yes,A,No,No,No,No,1-9,A,2,No,Yes,No,No,No,No,B,No,Yes,No,No,No,No,No,B,Unknown,Unknown,,,,,,Not Transborder,,,,18,No
IRN,630,364,2001,2001,Inside National Borders,,No,Yes,A,Yes,No,No,No,1-9,A,1,No,No,No,No,No,Yes,A,No,Yes,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
IRN,630,364,2001,2001,Inside National Borders,,No,Yes,A,No,Yes,No,No,1-9,A,1,No,Yes,No,No,No,No,A,No,Yes,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
IRN,630,364,2001,2001,Inside National Borders,,No,Yes,A,Yes,No,No,No,Not Zero,A,Not Zero,Yes,No,No,No,No,No,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
IRN,630,364,2001,2001,Inside National Borders,,No,No,A,No,Yes,No,No,1-9,A,5,No,No,No,No,No,Yes,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
IRN,630,364,2001,2001,Inside National Borders,,No,No,A,No,Yes,No,Yes,1-9,A,1,No,No,No,No,No,Yes,A,No,Yes,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
IRN,630,364,2001,2001,Inside National Borders,,Yes,No,A,Yes,No,No,No,Not Zero,0,Not Zero,No,No,No,No,No,Yes,0,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
IRN,630,364,2001,2001,Inside National Borders,,No,No,A,No,Yes,No,Yes,1-9,A,1,Yes,No,Yes,No,No,No,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
IRN,630,364,2001,2001,Inside National Borders,,No,No,A,No,No,Yes,No,1-9,A,1,No,Yes,No,No,No,No,A,No,Yes,No,No,No,No,No,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
IRN,630,364,2001,2001,Inside National Borders,,No,No,A,No,No,Yes,No,1-9,A,1,No,No,No,No,No,Yes,A,No,No,No,No,No,No,Yes,A,Unknown,Unknown,,,,,,Not Transborder,,,,8,No
